phrase,total_occurrences,bias_score,p_dem,p_rep,n_dem,n_rep
went,101,-0.026179111860340196,0.001588042970574498,0.001507017048130357,68,32
social distancing amp,101,-0.44970502126497486,0.0019850537132181222,0.0007535085240651785,85,16
suffered,101,0.07656806132946652,0.0014946286781877627,0.0017424884619007253,64,37
systemic,101,-1.0,0.0023120037365716955,0.0,99,0
ny12,101,-1.0,0.002358710882765063,0.0,101,0
31,101,-0.1522209707507656,0.0017281644091546007,0.0012715456343599886,74,27
mail house,101,-0.12772522209555184,0.0017048108360579169,0.0013186399171140623,73,28
pre existing conditions,101,-0.9600743314874781,0.0023120037365716955,4.7094282754073654e-05,99,1
limit spread,100,-0.026179111860340196,0.001588042970574498,0.001507017048130357,68,32
headed,100,0.4319346165679049,0.0010275572162540868,0.002590185551474051,44,55
150,100,-0.07281900266331767,0.0016347501167678655,0.0014128284826222096,70,30
amp support,100,-0.049318798553015346,0.0016113965436711816,0.0014599227653762834,69,31
freedom,100,0.7292111236747915,0.000560485754320411,0.0035791654893095977,24,76
posed,100,0.0629354427656511,0.0014946286781877627,0.0016953941791466515,64,36
midst global pandemic,100,-0.4449719213083731,0.0019617001401214386,0.0007535085240651785,84,16
pandemic proud,100,-0.41539422782711904,0.0019383465670247547,0.0008006028068192521,83,17
mind,100,-0.06565915542744673,0.0016113965436711816,0.0014128284826222096,69,30
july 15,100,0.16713523949068385,0.0013778608127043438,0.0019308655929170199,59,41
rental assistance,100,-0.9209442381790218,0.002288650163475012,9.418856550814731e-05,98,2
discriminate,100,-0.7364346129394479,0.0021718822979915928,0.0003296599792785156,93,7
833,100,-0.32404220237216674,0.0018449322746380197,0.0009418856550814731,79,20
gouging,100,-0.49237521285811187,0.0019383465670247547,0.0006593199585570312,83,14
affected covid,100,0.20675134798227024,0.0013311536665109763,0.002025054158425167,57,43
park,100,-0.22188604501140277,0.0017748715553479683,0.0011302627860977678,76,24
offers,100,0.12636556598524107,0.0014245679588977113,0.0018366770274088726,61,39
cmsgov,100,0.041157938247461716,0.0015179822512844466,0.001648299896392578,65,35
must provide,100,-0.4877701579207304,0.001914992993928071,0.0006593199585570312,82,14
elderly,100,0.10553228149370103,0.0014479215319943952,0.0017895827446547988,62,38
fallout,100,-0.37035739055634126,0.0018449322746380197,0.0008476970895733258,79,18
important information,100,0.389128796758826,0.0010976179355441382,0.002495996985965904,47,53
fever,100,-0.003391709671344786,0.001564689397477814,0.0015541113308844307,67,33
protectourcare,100,-1.0,0.002335357309668379,0.0,100,0
testing available,100,-0.4449719213083731,0.0019617001401214386,0.0007535085240651785,84,16
best practices,100,-0.2481634641002368,0.0017982251284446521,0.001083168503343694,77,23
agreement,100,0.12636556598524107,0.0014245679588977113,0.0018366770274088726,61,39
relief fund,100,0.0629354427656511,0.0014946286781877627,0.0016953941791466515,64,36
completely,100,0.01905139214173823,0.0015413358243811302,0.0016012056136385042,66,34
hospitalized,99,0.6170202692572598,0.0007473143390938813,0.0031553169445229347,32,67
killed,99,-0.5154944974602323,0.001914992993928071,0.0006122256758029575,82,13
must make,99,-0.5285638669517901,0.0019850537132181222,0.0006122256758029575,85,13
link https,99,0.44846453408686604,0.0010042036431574032,0.0026372798342281247,43,56
pandemic today,99,0.026681099683014263,0.0015179822512844466,0.0016012056136385042,65,34
sunday,99,0.026681099683014263,0.0015179822512844466,0.0016012056136385042,65,34
difficult times,99,0.11356492567496818,0.0014245679588977113,0.0017895827446547988,61,38
4th,99,-0.47047679347852966,0.0019617001401214386,0.0007064142413111048,84,15
vice,99,-0.16398651048546184,0.0017048108360579169,0.001224451351605915,73,26
get help,99,-0.13194686896762994,0.0016581036898645493,0.0012715456343599886,71,27
risking lives,99,-0.6305477160307952,0.0020784680056048577,0.00047094282754073653,89,10
facebook live town hall,99,-0.532765034514249,0.0020084072863148063,0.0006122256758029575,86,13
urgency,99,-0.6201078460771389,0.0020084072863148063,0.00047094282754073653,86,10
term care facilities,99,-0.18957262731393865,0.0017281644091546007,0.0011773570688518413,74,25
long term care facilities,99,-0.18957262731393865,0.0017281644091546007,0.0011773570688518413,74,25
exercise,99,-0.3810931323307292,0.0018916394208313872,0.0008476970895733258,81,18
gap,99,-0.43525718911201705,0.001914992993928071,0.0007535085240651785,82,16
nurse,99,-0.018775345355645963,0.001564689397477814,0.001507017048130357,67,32
rubio senate gov public _cache,99,1.0,0.0,0.004662333992653292,0,99
expansion,98,-0.15726781945735469,0.001681457262961233,0.001224451351605915,72,26
workplace,98,-0.5860820506962049,0.0019850537132181222,0.0005180371102948102,85,11
games,98,0.5977511049011747,0.0007706679121905651,0.0030611283790147876,33,65
7pm,98,-0.2903428959710967,0.0017982251284446521,0.0009889799378355467,77,21
thinking,98,-0.3066103577709191,0.0017748715553479683,0.0009418856550814731,76,20
testing strategy,98,-0.9193636469777373,0.002241943017281644,9.418856550814731e-05,96,2
php,98,-0.08251647810098978,0.0016113965436711816,0.001365734199868136,69,29
ensure americans,98,-0.34118595920694206,0.0018215787015413358,0.0008947913723273994,78,19
help people,98,-0.13194686896762994,0.0016581036898645493,0.0012715456343599886,71,27
price gouging,98,-0.5154944974602323,0.001914992993928071,0.0006122256758029575,82,13
mississippi,98,0.9373450272496314,0.00014012143858010276,0.004332674013374776,6,92
utilize,98,0.20104395773544637,0.0012844465203176085,0.0019308655929170199,55,41
million federal,98,-0.11788335954184323,0.0016113965436711816,0.0012715456343599886,69,27
investigate,98,0.3369969088581509,0.001144325081737506,0.0023076198549496093,49,49
amid coronavirus,98,0.18384683801995844,0.0013311536665109763,0.0019308655929170199,57,41
coverings,98,-0.2903428959710967,0.0017982251284446521,0.0009889799378355467,77,21
pray,98,0.7329101885612002,0.0005371321812237273,0.0034849769238014506,23,74
affected covid 19,98,0.2039588370916043,0.0013078000934142924,0.0019779598756710934,56,42
road,98,0.3278265638960329,0.001144325081737506,0.0022605255721955355,49,48
minnesota,98,-0.18300591242708686,0.0017048108360579169,0.0011773570688518413,73,25
amp communities,98,-0.4052520248017275,0.0018916394208313872,0.0008006028068192521,81,17
scam,98,0.14273162660557429,0.0013778608127043438,0.0018366770274088726,59,39
rebuild,98,-0.15726781945735469,0.001681457262961233,0.001224451351605915,72,26
federal support,98,-0.5199307312117467,0.0019383465670247547,0.0006122256758029575,83,13
special enrollment period,98,-0.8778445641972176,0.0021718822979915928,0.00014128284826222097,93,3
19 tests,98,0.07872980950501532,0.0014479215319943952,0.0016953941791466515,62,36
spike,98,-0.4610419687449654,0.001914992993928071,0.0007064142413111048,82,15
amount,98,-0.011258137652055552,0.0015413358243811302,0.001507017048130357,66,32
designed,98,0.2815821526353595,0.0012143858010275571,0.002166337006687388,52,46
covid 19 tests,98,0.07872980950501532,0.0014479215319943952,0.0016953941791466515,62,36
amp safety,97,-0.12497161800099908,0.0016347501167678655,0.0012715456343599886,70,27
local communities,97,-0.20265718867762034,0.0017048108360579169,0.0011302627860977678,73,24
volunteer,97,0.04228846995048,0.001471275105091079,0.0016012056136385042,63,34
letter urging,97,-0.051002519874205746,0.001564689397477814,0.0014128284826222096,67,30
keeps,97,-0.18930112247336997,0.0016581036898645493,0.0011302627860977678,71,24
begins,97,0.23247930985549695,0.0012610929472209249,0.002025054158425167,54,43
potentially,97,-0.07526253941256106,0.001588042970574498,0.001365734199868136,68,29
weeks ago,97,-0.0999156940452069,0.0016113965436711816,0.0013186399171140623,69,28
chinese government,97,0.8093381411923904,0.0003970107426436245,0.0037675426203258922,17,80
purchase,97,0.11685475474297058,0.0013778608127043438,0.0017424884619007253,59,37
led letter,97,-0.31252001872026297,0.0017982251284446521,0.0009418856550814731,77,20
call 855,97,-0.34118595920694206,0.0018215787015413358,0.0008947913723273994,78,19
steal,97,0.47687911113300974,0.0009341429238673517,0.0026372798342281247,40,56
pages,97,-0.17633191092535513,0.001681457262961233,0.0011773570688518413,72,25
essential services,97,-0.37035739055634126,0.0018449322746380197,0.0008476970895733258,79,18
962,97,-0.20265718867762034,0.0017048108360579169,0.0011302627860977678,73,24
field,97,-0.17633191092535513,0.001681457262961233,0.0011773570688518413,72,25
primary,97,-0.051002519874205746,0.001564689397477814,0.0014128284826222096,67,30
green,97,0.271433039443523,0.0012143858010275571,0.0021192427239333147,52,45
gov services,97,0.17189130311329806,0.0013311536665109763,0.0018837713101629461,57,40
commend,97,0.39944754679982525,0.0010509107893507707,0.00244890270321183,45,52
combatting,97,0.4998764979530065,0.0009107893507706679,0.002731468399736272,39,58
account,97,-0.027126306037970317,0.0015413358243811302,0.0014599227653762834,66,31
coronavirus economic,97,0.08680432911237122,0.0014245679588977113,0.0016953941791466515,61,36
coronavirus help,97,0.49332520819146464,0.0009107893507706679,0.0026843741169821985,39,57
eyes nose,97,-0.6236527480292746,0.00203176085941149,0.00047094282754073653,87,10
drivers,96,0.11685475474297058,0.0013778608127043438,0.0017424884619007253,59,37
civil,96,0.004127192571053373,0.0014946286781877627,0.001507017048130357,64,32
stop spread covid,96,-0.14350117321229372,0.0016347501167678655,0.001224451351605915,70,26
page https,96,-0.3354727889183933,0.0017982251284446521,0.0008947913723273994,77,19
learned,96,0.11685475474297058,0.0013778608127043438,0.0017424884619007253,59,37
senatordurbin,96,-0.8778445641972176,0.0021718822979915928,0.00014128284826222097,93,3
gov covid,96,0.2213199251903855,0.0012610929472209249,0.0019779598756710934,54,42
youth,96,0.06661001054975965,0.0014012143858010276,0.0016012056136385042,60,34
result covid19,96,0.3734201818995921,0.0010742643624474545,0.0023547141377036826,46,50
amp others,96,-0.2503728083088906,0.0017281644091546007,0.0010360742205896205,74,22
rural areas,96,0.058377684418974736,0.0014245679588977113,0.0016012056136385042,61,34
farmers gov cfap,96,0.8317845854029517,0.0003503035964502569,0.003814636903079966,15,81
contractors,96,-0.3648486286841598,0.0018215787015413358,0.0008476970895733258,78,18
pressing,96,-0.11067932487504101,0.001588042970574498,0.0012715456343599886,68,27
gov forms,96,-0.27824799239095105,0.0017515179822512844,0.0009889799378355467,75,21
temporarily,96,0.1804663420981535,0.0013078000934142924,0.0018837713101629461,56,40
gov cfap,96,0.8317845854029517,0.0003503035964502569,0.003814636903079966,15,81
coronavirus legislation,96,0.35572291898352437,0.0010742643624474545,0.0022605255721955355,46,48
inadequate,96,-0.916870591272965,0.0021718822979915928,9.418856550814731e-05,93,2
70,96,-0.26573366616284966,0.0017048108360579169,0.0009889799378355467,73,21
medical supply,96,0.336996908858151,0.001120971508640822,0.0022605255721955355,48,48
meal,95,-0.15563923355231765,0.0016113965436711816,0.0011773570688518413,69,25
19 https,95,0.2301895930081037,0.001237739374124241,0.0019779598756710934,53,42
eidl,95,-0.060405020535527765,0.0015413358243811302,0.001365734199868136,66,29
response coronavirus pandemic,95,0.08936705934858948,0.0013778608127043438,0.001648299896392578,59,35
taxpayer dollars,95,0.10332151653028313,0.0013778608127043438,0.0016953941791466515,59,36
tried,95,0.2391890327595046,0.0012143858010275571,0.0019779598756710934,52,42
relief act,95,-0.451264833277802,0.0018682858477347033,0.0007064142413111048,80,15
even pandemic,95,-0.4734396561037803,0.0018449322746380197,0.0006593199585570312,79,14
experienced,95,-0.11067932487504101,0.001588042970574498,0.0012715456343599886,68,27
access testing,95,-0.32965966373399297,0.0017748715553479683,0.0008947913723273994,76,19
oversightdems,95,-1.0,0.0022185894441849605,0.0,95,0
add,95,-0.11067932487504101,0.001588042970574498,0.0012715456343599886,68,27
covid19 public health,95,-0.35924262338420254,0.0017982251284446521,0.0008476970895733258,77,18
waysmeanscmte,95,-0.9579952286032677,0.0021952358710882764,4.7094282754073654e-05,94,1
related covid19,95,-0.03587873056615671,0.0015179822512844466,0.0014128284826222096,65,30
covid19 emergency,95,-0.6514770038851389,0.0020084072863148063,0.0004238485447866629,86,9
covid19 telephone town hall,95,-0.42003025472719524,0.0018449322746380197,0.0007535085240651785,79,16
free covid 19,95,-0.38387394105185113,0.0017982251284446521,0.0008006028068192521,77,17
por el,95,0.40073044107403316,0.0010275572162540868,0.0024018084204577564,44,51
stop spread covid 19,95,-0.1364477949292331,0.0016113965436711816,0.001224451351605915,69,26
disruptions,95,0.14689772468562087,0.0013311536665109763,0.0017895827446547988,57,38
access care,95,-0.11067932487504101,0.001588042970574498,0.0012715456343599886,68,27
pandemics,95,-0.10335665409501565,0.001564689397477814,0.0012715456343599886,67,27
planning,95,-0.060405020535527765,0.0015413358243811302,0.001365734199868136,66,29
failures,95,-0.38387394105185113,0.0017982251284446521,0.0008006028068192521,77,17
language,95,-0.5154944974602323,0.001914992993928071,0.0006122256758029575,82,13
aisle,95,0.20983124851839394,0.0012610929472209249,0.0019308655929170199,54,41
stopthespread,95,0.656674824137027,0.0006539000467071462,0.0031553169445229347,28,67
today spoke,95,0.043490204679334274,0.0014245679588977113,0.0015541113308844307,61,33
anthony,95,-0.060405020535527765,0.0015413358243811302,0.001365734199868136,66,29
fourth,95,-0.32965966373399297,0.0017748715553479683,0.0008947913723273994,76,19
borrowers,95,-0.687148103262314,0.00203176085941149,0.00037675426203258924,87,8
free covid,95,-0.38387394105185113,0.0017982251284446521,0.0008006028068192521,77,17
crisis amp,95,-0.35924262338420254,0.0017982251284446521,0.0008476970895733258,77,18
covid19 telephone town,95,-0.42003025472719524,0.0018449322746380197,0.0007535085240651785,79,16
sign https,94,-0.29448090303808194,0.0017281644091546007,0.0009418856550814731,74,20
masks amp,94,-0.0281346176542683,0.0014946286781877627,0.0014128284826222096,64,30
block,94,-0.03720146600804335,0.001471275105091079,0.001365734199868136,63,29
house leadership,94,-0.2097329801634842,0.0016581036898645493,0.001083168503343694,71,23
ncov index,94,-0.05279577725315502,0.0015179822512844466,0.001365734199868136,65,29
29,94,-0.2097329801634842,0.0016581036898645493,0.001083168503343694,71,23
training,94,-0.020265091281000003,0.001471275105091079,0.0014128284826222096,63,30
federal assistance,94,-0.05279577725315502,0.0015179822512844466,0.001365734199868136,65,29
gov coronavirus 2019 ncov index,94,-0.05279577725315502,0.0015179822512844466,0.001365734199868136,65,29
favor,94,-0.04506228189034261,0.0014946286781877627,0.001365734199868136,64,29
safe coronavirus,94,-0.1292772810601463,0.001588042970574498,0.001224451351605915,68,26
face coverings,94,-0.26573366616284966,0.0017048108360579169,0.0009889799378355467,73,21
surgical masks,94,0.5453897607330628,0.0008173750583839327,0.0027785626824903455,35,59
proud announce,94,-0.44624202404877,0.0018449322746380197,0.0007064142413111048,79,15
covid19 stimulus,94,-0.5109755101216105,0.0018916394208313872,0.0006122256758029575,81,13
discuss covid,94,0.29872755838005827,0.001144325081737506,0.0021192427239333147,49,45
submit questions,94,-0.7582511884195431,0.0020551144325081736,0.00028256569652444194,88,6
pay rent,94,-0.7151613347714325,0.0019850537132181222,0.0003296599792785156,85,7
west virginians,94,-0.3535367768428681,0.0017748715553479683,0.0008476970895733258,76,18
restart,94,0.2791722396105616,0.0011676786548341896,0.002072148441179241,50,44
families across,94,-0.378287108130591,0.0017748715553479683,0.0008006028068192521,76,17
covid 19 https,94,0.2391890327595046,0.0012143858010275571,0.0019779598756710934,52,42
option,94,0.0199988982963791,0.0014479215319943952,0.001507017048130357,62,32
2019 ncov index,94,-0.05279577725315502,0.0015179822512844466,0.001365734199868136,65,29
indian,94,-0.6446532007767506,0.0019617001401214386,0.0004238485447866629,84,9
overwhelmed,94,-0.5399396721452382,0.0018916394208313872,0.0005651313930488839,81,12
package help,94,-0.29448090303808194,0.0017281644091546007,0.0009418856550814731,74,20
coronavirus 2019 ncov index,94,-0.05279577725315502,0.0015179822512844466,0.001365734199868136,65,29
drop,94,0.004127192571053391,0.0014479215319943952,0.0014599227653762834,62,31
strength,94,0.4627092268569476,0.0009341429238673517,0.002543091268719977,40,54
impact payments,94,0.1769332417146784,0.0012844465203176085,0.0018366770274088726,55,39
page website,94,0.21874806926153292,0.001237739374124241,0.0019308655929170199,53,41
highlight,94,0.15132202847893153,0.0012844465203176085,0.0017424884619007253,55,37
2pm,93,-0.44112641349858517,0.0018215787015413358,0.0007064142413111048,78,15
delayed,93,0.23698192812255817,0.0011910322279308735,0.0019308655929170199,51,41
decades,93,-0.25277771545524125,0.0016581036898645493,0.0009889799378355467,71,21
relief families,93,-0.09591239232025225,0.0015413358243811302,0.0012715456343599886,66,27
antibody,93,-0.12198668926395052,0.001564689397477814,0.001224451351605915,67,26
frontline health care,93,-0.5399396721452382,0.0018916394208313872,0.0005651313930488839,81,12
register https,93,-0.25931234215845683,0.001681457262961233,0.0009889799378355467,72,21
free covid19,93,-0.3477283978826307,0.0017515179822512844,0.0008476970895733258,75,18
proven,93,0.03638041357193637,0.0014012143858010276,0.001507017048130357,60,32
call office,93,-0.25931234215845683,0.001681457262961233,0.0009889799378355467,72,21
idea,93,0.09209374477255794,0.0013311536665109763,0.0016012056136385042,57,34
bailout,93,-0.12198668926395052,0.001564689397477814,0.001224451351605915,67,26
ca39,93,-1.0,0.0021718822979915928,0.0,93,0
businesses across,93,0.30808802864230117,0.001120971508640822,0.0021192427239333147,48,45
listening,93,-0.20294265227173405,0.0016347501167678655,0.001083168503343694,70,23
operating,93,0.16432381763344223,0.0012844465203176085,0.0017895827446547988,55,38
demands,93,-0.14850867717780544,0.001588042970574498,0.0011773570688518413,68,25
voice,93,-0.12198668926395052,0.001564689397477814,0.001224451351605915,67,26
sen gov,93,0.7607800503585371,0.00046707146193367583,0.003437882641047377,20,73
desperately need,93,-0.5658281637431213,0.0018682858477347033,0.0005180371102948102,80,11
side,93,0.12034850635461564,0.0013311536665109763,0.0016953941791466515,57,36
tx22,93,1.0,0.0,0.00437976829612885,0,93
extending,93,0.12034850635461564,0.0013311536665109763,0.0016953941791466515,57,36
social media,93,-0.04506228189034261,0.0014946286781877627,0.001365734199868136,64,29
eliminate,93,-0.378287108130591,0.0017748715553479683,0.0008006028068192521,76,17
855 962,93,-0.17548998606400923,0.0016113965436711816,0.0011302627860977678,69,24
across america,93,-0.2689027565541792,0.0016347501167678655,0.0009418856550814731,70,20
noon,93,-0.17548998606400923,0.0016113965436711816,0.0011302627860977678,69,24
contain spread,92,0.012256862600059374,0.0014245679588977113,0.0014599227653762834,61,31
amp ensure,92,-0.28191953205704395,0.001681457262961233,0.0009418856550814731,72,20
respirators,92,0.20395883709160437,0.0012143858010275571,0.0018366770274088726,52,39
hate,92,-0.9142184604597584,0.0021018215787015414,9.418856550814731e-05,90,2
raise,92,-0.3115936204076556,0.0017048108360579169,0.0008947913723273994,73,19
legislation provide,92,0.060113299018030183,0.0013778608127043438,0.0015541113308844307,59,33
updates coronavirus,92,0.12906061032203625,0.0013078000934142924,0.0016953941791466515,56,36
putting lives,92,-0.6375568521674361,0.001914992993928071,0.0004238485447866629,82,9
birx,92,0.716301254559301,0.0005371321812237273,0.0032495055100310822,23,69
business owner,92,0.08346493258298196,0.00135450723960766,0.0016012056136385042,58,34
cdc guidelines,92,-0.37259802886459326,0.0017515179822512844,0.0008006028068192521,75,17
family friends,92,-0.06255668632835222,0.0014946286781877627,0.0013186399171140623,64,28
health economic crisis,92,-0.5355244603536174,0.0018682858477347033,0.0005651313930488839,80,12
wear face,92,-0.7151613347714325,0.0019850537132181222,0.0003296599792785156,85,7
ny21,92,1.0,0.0,0.004332674013374776,0,92
betsydevosed,92,-0.5355244603536174,0.0018682858477347033,0.0005651313930488839,80,12
globe,92,0.5434553305154842,0.000794021485287249,0.0026843741169821985,34,57
supplies need,92,-0.4359154057536102,0.0017982251284446521,0.0007064142413111048,77,15
board,92,0.15132202847893153,0.0012844465203176085,0.0017424884619007253,55,37
airlines,92,-0.029210159294027854,0.0014479215319943952,0.001365734199868136,62,29
saw,92,-0.08834348571766519,0.0015179822512844466,0.0012715456343599886,65,27
irs gov,92,0.060113299018030183,0.0013778608127043438,0.0015541113308844307,59,33
virtually,92,-0.08064677732557865,0.0014946286781877627,0.0012715456343599886,64,27
non profits,92,0.15132202847893153,0.0012844465203176085,0.0017424884619007253,55,37
equipped,92,0.13790927109054069,0.0012844465203176085,0.0016953941791466515,55,36
touching eyes,92,-0.6411401050934863,0.0019383465670247547,0.0004238485447866629,83,9
ground,92,0.060113299018030183,0.0013778608127043438,0.0015541113308844307,59,33
liberal,92,1.0,0.0,0.004332674013374776,0,92
lgbtq,92,-1.0,0.002148528724894909,0.0,92,0
mr president,92,-0.6777749767662364,0.0019617001401214386,0.00037675426203258924,84,8
ends meet,92,-0.39274147372227713,0.0017281644091546007,0.0007535085240651785,74,16
covid19 relief bill,92,-0.28191953205704395,0.001681457262961233,0.0009418856550814731,72,20
provide critical,92,0.012256862600059374,0.0014245679588977113,0.0014599227653762834,61,31
senategop,92,-0.28191953205704395,0.001681457262961233,0.0009418856550814731,72,20
major disaster declaration,92,0.4477503250975292,0.0009341429238673517,0.00244890270321183,40,52
five,91,-0.04673007170037544,0.0014479215319943952,0.0013186399171140623,62,28
farm,91,0.24630499907713718,0.0011676786548341896,0.0019308655929170199,50,41
middle global,91,-0.9132964070249752,0.0020784680056048577,9.418856550814731e-05,89,2
fight virus,91,0.1602738361669967,0.0012610929472209249,0.0017424884619007253,54,37
around country,91,-0.16120011851329477,0.001564689397477814,0.0011302627860977678,67,24
panic,91,0.4680181385922417,0.0008874357776739841,0.00244890270321183,38,52
discuss covid 19,91,0.26699510304321444,0.001144325081737506,0.0019779598756710934,49,42
caucus,91,-0.13388005553523866,0.0015413358243811302,0.0011773570688518413,66,25
touching eyes nose,91,-0.6375568521674361,0.001914992993928071,0.0004238485447866629,82,9
keep employees,91,0.5598869698098349,0.0007706679121905651,0.002731468399736272,33,58
caused covid19,91,0.26699510304321444,0.001144325081737506,0.0019779598756710934,49,42
400,91,0.004127192571053335,0.0014012143858010276,0.0014128284826222096,60,30
department health,91,0.2873729414380463,0.001120971508640822,0.002025054158425167,48,43
2nd,91,-0.305353248851192,0.001681457262961233,0.0008947913723273994,72,19
child care providers,91,-0.13388005553523866,0.0015413358243811302,0.0011773570688518413,66,25
202,91,-0.13388005553523866,0.0015413358243811302,0.0011773570688518413,66,25
racist,91,-0.601332120509051,0.0018916394208313872,0.00047094282754073653,81,10
claim,91,-0.05470961902501756,0.001471275105091079,0.0013186399171140623,63,28
health amp safety,91,-0.13388005553523866,0.0015413358243811302,0.0011773570688518413,66,25
coronavirus tests,91,-0.10703300140764299,0.0015179822512844466,0.001224451351605915,65,26
senator rubio,91,1.0,0.0,0.004285579730620702,0,91
colleague,91,-0.029210159294027854,0.0014479215319943952,0.001365734199868136,62,29
take steps,91,-0.16120011851329477,0.001564689397477814,0.0011302627860977678,67,24
immune,91,0.3272196783098871,0.0010742643624474545,0.0021192427239333147,46,45
ignore,91,-0.6678228608387629,0.0018916394208313872,0.00037675426203258924,81,8
se,91,-0.27546960381791313,0.0016581036898645493,0.0009418856550814731,71,20
sadly,91,0.04477008790543512,0.0013778608127043438,0.001507017048130357,59,32
disinformation,91,0.4034611278632031,0.0009808500700607193,0.0023076198549496093,42,49
chains,91,0.509909845219976,0.0008407286314806165,0.002590185551474051,36,55
committee hearing,91,0.3272196783098871,0.0010742643624474545,0.0021192427239333147,46,45
links,91,0.11518548227474922,0.0013078000934142924,0.001648299896392578,56,35
english,91,-0.6745245327513489,0.0019383465670247547,0.00037675426203258924,83,8
aid relief,91,0.5598869698098349,0.0007706679121905651,0.002731468399736272,33,58
like coronavirus,91,0.30677382449546203,0.0010742643624474545,0.002025054158425167,46,43
house gov forms,91,-0.27546960381791313,0.0016581036898645493,0.0009418856550814731,71,20
north carolina,91,0.726951996184384,0.0005137786081270434,0.0032495055100310822,22,69
warning,90,0.2765431888452594,0.001120971508640822,0.0019779598756710934,48,42
pandemic continue,90,-0.23246321590076877,0.001588042970574498,0.0009889799378355467,68,21
covid 19 relief package,90,0.16936593963558155,0.001237739374124241,0.0017424884619007253,53,37
employee,90,0.061963637603668596,0.0013311536665109763,0.001507017048130357,57,32
relief small businesses,90,0.1914790168006186,0.0012143858010275571,0.0017895827446547988,52,38
19 relief package,90,0.16936593963558155,0.001237739374124241,0.0017424884619007253,53,37
applying,90,0.20081443669481572,0.0011910322279308735,0.0017895827446547988,51,38
senate gov coronavirus,90,-0.18185299671282448,0.001564689397477814,0.001083168503343694,67,23
states like,90,-0.3609016945402635,0.0017048108360579169,0.0008006028068192521,73,17
many us,90,-0.5264348239613805,0.0018215787015413358,0.0005651313930488839,78,12
scheduled,90,0.2970008361339477,0.0010976179355441382,0.002025054158425167,47,43
support families,90,-0.29899870497683523,0.0016581036898645493,0.0008947913723273994,71,19
hall tomorrow,90,-0.15386781407618544,0.0015413358243811302,0.0011302627860977678,66,24
tragic,90,-0.39274147372227713,0.0017281644091546007,0.0007535085240651785,74,16
amp across,90,-0.21034455009991818,0.001588042970574498,0.0010360742205896205,68,22
desk,90,0.10086110161724984,0.0013078000934142924,0.0016012056136385042,56,34
god,90,0.7518000748083038,0.00046707146193367583,0.003296599792785156,20,70
masks public,90,-0.5973520395689542,0.0018682858477347033,0.00047094282754073653,80,10
ease,90,0.10086110161724984,0.0013078000934142924,0.0016012056136385042,56,34
gopleader,90,0.6184491880862729,0.00067725361980383,0.002872751247998493,29,61
keep family,90,0.12406574738334271,0.0012844465203176085,0.001648299896392578,55,35
physician,90,0.1914790168006186,0.0012143858010275571,0.0017895827446547988,52,38
advocating,90,-0.15386781407618544,0.0015413358243811302,0.0011302627860977678,66,24
east,90,0.2970008361339477,0.0010976179355441382,0.002025054158425167,47,43
threatens,90,-0.2925268265535053,0.0016347501167678655,0.0008947913723273994,70,19
http cdc gov,90,0.14689772468562087,0.0012610929472209249,0.0016953941791466515,54,36
4pm,90,-0.21034455009991818,0.001588042970574498,0.0010360742205896205,68,22
together get,90,0.3369969088581509,0.0010509107893507707,0.0021192427239333147,45,45
economic impact payments,90,0.12406574738334271,0.0012844465203176085,0.001648299896392578,55,35
amid pandemic,90,-0.29899870497683523,0.0016581036898645493,0.0008947913723273994,71,19
http cdc,90,0.14689772468562087,0.0012610929472209249,0.0016953941791466515,54,36
timely,90,0.077274588148653,0.0013311536665109763,0.0015541113308844307,57,33
000 americans died,89,-0.9113915275649535,0.00203176085941149,9.418856550814731e-05,87,2
combat virus,89,0.30677382449546203,0.0010742643624474545,0.002025054158425167,46,43
sencortezmasto,89,-1.0,0.0020784680056048577,0.0,89,0
subscribe,89,-0.012822856961149839,0.0014012143858010276,0.001365734199868136,60,29
suffer,89,-0.1960346219560278,0.0015413358243811302,0.0010360742205896205,66,22
starts,89,-0.06485678511458166,0.0014479215319943952,0.0012715456343599886,62,27
care amp,89,0.012530119342351983,0.0013778608127043438,0.0014128284826222096,59,30
sexual,89,-0.5217552765236233,0.0017982251284446521,0.0005651313930488839,77,12
stimulus bill,89,-0.09156112738070275,0.001471275105091079,0.001224451351605915,63,26
mask public,89,-0.5932916873645929,0.0018449322746380197,0.00047094282754073653,79,10
upon,89,0.012530119342351983,0.0013778608127043438,0.0014128284826222096,59,30
votes,89,-0.1109697447349561,0.001471275105091079,0.0011773570688518413,63,25
harmful,89,-0.5217552765236233,0.0017982251284446521,0.0005651313930488839,77,12
keep workers,89,-0.09501076603259655,0.0014245679588977113,0.0011773570688518413,61,25
gear,89,-0.4007968318636789,0.0015413358243811302,0.0006593199585570312,66,14
ohioans,89,0.7903739179063523,0.0003970107426436245,0.003390788358293303,17,72
information visit,89,0.10977036684135305,0.0012844465203176085,0.0016012056136385042,55,34
due coronavirus pandemic,89,0.13308857551554887,0.0012610929472209249,0.001648299896392578,54,35
move forward,89,0.10977036684135305,0.0012844465203176085,0.0016012056136385042,55,34
read full statement,89,0.28623627629148224,0.0010976179355441382,0.0019779598756710934,47,42
impacts covid 19,89,-0.09156112738070275,0.001471275105091079,0.001224451351605915,63,26
impacts covid,89,-0.09156112738070275,0.001471275105091079,0.001224451351605915,63,26
