phrase,total_occurrences,bias_score,p_dem,p_rep,n_dem,n_rep
policies,273,0.0068819352623147485,0.004226996730499767,0.004285579730620702,181,91
private,273,0.3531323573409041,0.003129378794955628,0.006546105302816238,134,139
ccp,273,0.9853602994126953,9.341429238673517e-05,0.012668362060845813,4,269
prioritize,272,-0.34840391676365123,0.005067725361980383,0.00244890270321183,217,52
rep,272,-0.17729200781482007,0.004717421765530126,0.003296599792785156,202,70
submit,272,-0.3440588371818109,0.005114432508173751,0.002495996985965904,219,53
hours,272,-0.015372651777858884,0.004273703876693134,0.004144296882358482,183,88
ny,272,-0.3032479071659494,0.005021018215787015,0.0026843741169821985,215,57
coronavirus relief package,272,-0.02958478839924659,0.004297057449789818,0.004050108316850334,184,86
member,271,0.061333416464141845,0.004040168145726296,0.004568145427145145,173,97
reach,271,-0.12637562175859238,0.00455394675385334,0.0035320712065555243,195,75
doctors nurses,271,0.21637271854546297,0.0035497431106959365,0.005510031082226617,152,117
local health,271,-0.1748875566139614,0.0046940681924334425,0.003296599792785156,201,70
doctor,271,0.12234703722036339,0.003829985987856142,0.00489780540642366,164,104
confront,271,-0.47902678261017684,0.005347968239140588,0.0018837713101629461,229,40
understand,271,-0.10316484773082052,0.004460532461466604,0.0036262597720636714,191,77
snap,271,-0.8565559972624371,0.0060952825782344695,0.00047094282754073653,261,10
drug,271,0.30024221624331787,0.003269500233535731,0.0060751624752755015,140,129
particularly,270,-0.08260757078320519,0.004390471742176553,0.003720448337571819,188,79
participate,270,-0.021085085299721643,0.004273703876693134,0.004097202599604408,183,87
third,270,-0.23935634330725453,0.004834189631013545,0.00296693981350664,207,63
discussed,270,0.43193461656790494,0.0028024287716020553,0.007064142413111049,120,150
maintain,270,-0.0728190026633177,0.004413825315273237,0.003814636903079966,189,81
communities safe,270,-0.11731886609139815,0.004530593180756656,0.0035791654893095977,194,76
failure,269,-0.5586290908239042,0.005488089677720691,0.0015541113308844307,235,33
earlier,269,0.28662090660196027,0.0033162073797290987,0.005980973909767354,142,127
health economic,269,-0.39588634544168166,0.005114432508173751,0.0022134312894414618,219,47
help us,268,-0.004323662453630169,0.004180289584306399,0.004144296882358482,179,88
amp local,267,-0.1187400081334411,0.004483886034563288,0.0035320712065555243,192,75
difficult time,266,0.03493507486350182,0.004040168145726296,0.004332674013374776,173,92
whether,266,0.08697037405047198,0.0038766931340495094,0.0046152397098992185,166,98
entire,266,0.12667888938929897,0.0037599252685660907,0.0048507111236695865,161,103
medicare,265,-0.08793074366624971,0.004156936011209715,0.0034849769238014506,178,74
workers families,265,0.02947622106016536,0.004040168145726296,0.004285579730620702,173,91
light,265,0.049061912213318175,0.0039701074264362445,0.00437976829612885,170,93
men,264,0.27513692894221353,0.0032928538066324146,0.00579259677875106,141,123
continue work,264,0.14225742749329107,0.003713218122372723,0.004944899689177734,159,105
state local governments,264,-0.15707146396845542,0.004460532461466604,0.0032495055100310822,191,69
preparedness,264,0.012625333303219235,0.004086875291919664,0.004191391165112556,175,89
novel,264,0.14225742749329107,0.003713218122372723,0.004944899689177734,159,105
immigrants,263,-0.7689276647670339,0.005768332554880897,0.0007535085240651785,247,16
alert,262,0.5254527941881613,0.002358710882765063,0.007582179523405858,101,161
afternoon,262,0.37383297730417314,0.002919196637085474,0.006404822454554017,125,136
production act,262,-0.7638540811792958,0.005628211116300794,0.0007535085240651785,241,16
several,262,0.20928316883943895,0.003479682391405885,0.005321653951210323,149,113
wants,262,-0.36416745507582965,0.004950957496496964,0.0023076198549496093,212,49
virtual town,261,-0.5002677914116234,0.0052312003736571695,0.0017424884619007253,224,37
per,261,0.07838887349852404,0.0037832788416627744,0.0044268625788829235,162,94
answering,261,-0.1960346219560279,0.00455394675385334,0.0030611283790147876,195,65
workforce,261,-0.05193201785764201,0.004180289584306399,0.0037675426203258922,179,80
rsvp,260,-0.9239265416778445,0.0059551611396543675,0.00023547141377036827,255,5
devastating,260,-0.3361500643385622,0.004834189631013545,0.0024018084204577564,207,51
introduce,260,-0.1493415745204973,0.004390471742176553,0.0032495055100310822,188,69
speak,260,-0.05820231619899918,0.004180289584306399,0.003720448337571819,179,79
forced,260,-0.16840643601371103,0.00436711816907987,0.0031082226617688614,187,66
front line,260,0.007008953587476535,0.004040168145726296,0.004097202599604408,173,87
communist party,260,0.9571256840049802,0.0002568893040635217,0.01172647640576434,11,249
areas,260,0.07755001274125607,0.003829985987856142,0.004473956861636997,164,95
health amp,260,-0.21588290127337714,0.004600653900046707,0.00296693981350664,197,63
impacted coronavirus,260,0.40396323736328593,0.002779075198505371,0.006546105302816238,119,139
state amp,259,-0.05193201785764201,0.004180289584306399,0.0037675426203258922,179,80
feel,259,-0.11641262156230674,0.0043437645959831855,0.003437882641047377,186,73
jersey,259,-0.793347248531062,0.005721625408687529,0.0006593199585570312,245,14
paycheckprotectionprogram,259,0.9161585225410672,0.0004904250350303596,0.01120843929546953,21,238
latest coronavirus,259,0.6263676557305708,0.001914992993928071,0.008335688047471037,82,177
wa,258,-0.6703314727566383,0.005488089677720691,0.001083168503343694,235,23
help prevent,258,-0.19107305976549754,0.004507239607659972,0.0030611283790147876,193,65
support need,258,-0.3231696103568448,0.004787482484820177,0.00244890270321183,205,52
area,258,0.29850092749009643,0.003129378794955628,0.00579259677875106,134,123
makes,258,-0.22879695016920873,0.004577300326950024,0.002872751247998493,196,61
fact,258,-0.10165735299245787,0.004273703876693134,0.0034849769238014506,183,74
offering,257,-0.09229506473068165,0.00425035030359645,0.0035320712065555243,182,75
speakerpelosi,257,0.5725209044630035,0.002125175151798225,0.007817650937176226,91,166
beginning,257,0.015754343487223158,0.0039701074264362445,0.004097202599604408,170,87
familiesfirst coronavirus,255,-0.9842465108339269,0.0059318075665576835,4.7094282754073654e-05,254,1
families first coronavirus,255,0.27654318884525947,0.003176085941148996,0.005604219647734765,136,119
face masks,255,0.06462978181986227,0.003806632414759458,0.004332674013374776,163,92
paid sick leave,255,-0.4512648332778019,0.0048575432041102285,0.0018366770274088726,208,39
first coronavirus response,255,0.27654318884525947,0.003176085941148996,0.005604219647734765,136,119
worker,255,-0.47084244850652085,0.004974311069593648,0.0017895827446547988,213,38
fear,254,0.059186203630941014,0.003806632414759458,0.004285579730620702,163,91
help small,254,0.12587693962512206,0.003619803829985988,0.004662333992653292,155,99
advantage,254,0.07615065882225132,0.0037599252685660907,0.00437976829612885,161,93
al,254,0.059186203630941014,0.003806632414759458,0.004285579730620702,163,91
beat,253,0.2681398724231559,0.003152732368052312,0.005462936799472544,135,116
http bit ly,253,0.23130736803890817,0.0032928538066324146,0.005274559668456249,141,112
webinar,253,-0.1884514961119125,0.004413825315273237,0.003014034096260714,189,64
weekly,253,0.2868110441529239,0.0031060252218589445,0.005604219647734765,133,119
http bit,253,0.23130736803890817,0.0032928538066324146,0.005274559668456249,141,112
believe,252,0.13373860921442926,0.003526389537599253,0.0046152397098992185,151,98
improve,252,0.03983560652750611,0.0037832788416627744,0.004097202599604408,162,87
virtual town hall,252,-0.5091442235606187,0.005067725361980383,0.001648299896392578,217,35
care system,252,-0.4192846549447697,0.004834189631013545,0.0019779598756710934,207,42
declaration,252,0.27555728008212543,0.003129378794955628,0.005510031082226617,134,117
et,251,0.11901326261090342,0.0035964502568893043,0.004568145427145145,154,97
keep communities,251,-0.16317783492562632,0.004320411022886501,0.0031082226617688614,185,66
addressing,251,-0.08513492951882592,0.004133582438113031,0.0034849769238014506,177,74
shortage,251,0.05426345437831467,0.0037599252685660907,0.004191391165112556,161,89
treatments,250,0.3616828445839234,0.002825782344698739,0.006028068192521428,121,128
flatten,250,0.18916779776926898,0.0033395609528257823,0.00489780540642366,143,104
consider,250,0.13872057724960293,0.003526389537599253,0.004662333992653292,151,99
economic crisis,249,-0.2593123421584569,0.004483886034563288,0.0026372798342281247,192,56
water,249,-0.45773660787780907,0.004810836057916861,0.0017895827446547988,206,38
seeing,249,-0.12251909349128456,0.004156936011209715,0.0032495055100310822,178,69
blood,249,0.17445900633555878,0.0034096216721158337,0.0048507111236695865,146,103
expanding,249,-0.05761588099907225,0.004016814572629613,0.0035791654893095977,172,76
loss,248,-0.24859084229902126,0.004460532461466604,0.0026843741169821985,191,57
safe healthy,248,0.0010876925379730191,0.0038533395609528258,0.0038617311858340398,165,82
novel coronavirus,248,0.12869867065659005,0.003526389537599253,0.004568145427145145,151,97
working hard,248,0.12034850635461568,0.0035497431106959365,0.004521051144391071,152,96
running,248,-0.07377814205509892,0.004040168145726296,0.0034849769238014506,173,74
fed,247,-0.03291487580046072,0.003923400280242877,0.003673354054817745,168,78
50,247,0.15186062833652472,0.0034329752452125174,0.004662333992653292,147,99
reported,247,0.061169845018895,0.0036665109761793552,0.004144296882358482,157,88
provide relief,247,0.19594901436418213,0.0032928538066324146,0.00489780540642366,141,104
living,247,-0.36412297995605053,0.004647361046240075,0.002166337006687388,199,46
come together,247,0.21640202270834455,0.0032461466604390473,0.0050390882546858815,139,107
supplemental,247,0.15676612279928753,0.0034329752452125174,0.004709428275407365,147,100
defense production act,247,-0.7501387672219058,0.005277907519850537,0.0007535085240651785,226,16
require,247,-0.3853802390521426,0.004670714619336758,0.002072148441179241,200,44
defense production,247,-0.7501387672219058,0.005277907519850537,0.0007535085240651785,226,16
justice,247,-0.3810931323307293,0.004624007473143391,0.002072148441179241,198,44
health insurance,246,-0.7345394792022983,0.0052312003736571695,0.0008006028068192521,224,17
limit,246,0.03131401084725743,0.0037599252685660907,0.004003014034096261,161,85
impact covid19,246,-0.15996821321891866,0.004226996730499767,0.0030611283790147876,181,65
first coronavirus response act,246,0.29303356275275433,0.003012610929472209,0.005510031082226617,129,117
keep us,246,-0.08738845222438406,0.004040168145726296,0.003390788358293303,173,72
por,246,0.004127192571053358,0.003829985987856142,0.0038617311858340398,164,82
agree,246,-0.04232054729187481,0.003946753853339561,0.0036262597720636714,169,77
shortages,246,-0.3047353526323381,0.004507239607659972,0.0024018084204577564,193,51
broadband,246,-0.020566261278842004,0.0038766931340495094,0.003720448337571819,166,79
chinese communist,246,0.9546294125428285,0.0002568893040635217,0.01106715644720731,11,235
parents,245,-0.17782442845805277,0.00425035030359645,0.00296693981350664,182,63
incredible,245,0.2664083245960112,0.0030826716487622604,0.005321653951210323,132,113
texans,245,0.3762027424322734,0.002732368052312004,0.006028068192521428,117,128
familiesfirst coronavirus response,244,-1.0,0.005698271835590845,0.0,244,0
000 americans,244,-0.7639116780465429,0.005277907519850537,0.0007064142413111048,226,15
trillion,243,0.23732794372890015,0.0031060252218589445,0.0050390882546858815,133,107
nh,243,-0.967080745580367,0.005628211116300794,9.418856550814731e-05,241,2
heroes act,243,-0.7078705262984031,0.0052312003736571695,0.0008947913723273994,224,19
example,243,0.06508642280271995,0.0035964502568893043,0.004097202599604408,154,87
next covid19,243,-0.6656322529785682,0.005161139654367118,0.0010360742205896205,221,22
families first coronavirus response,243,0.2811163748680234,0.003012610929472209,0.005368748233964397,129,114
strengthen,243,-0.36926329599453217,0.004600653900046707,0.0021192427239333147,197,45
urged,242,0.0010119407843694945,0.0037599252685660907,0.0037675426203258922,161,80
wait,242,-0.3458526255572331,0.00455394675385334,0.0022134312894414618,195,47
rubio,242,0.9958931825166472,2.3353573096683792e-05,0.011349722143731752,1,241
